hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,MaE,Hu,HuE,Tu,Sim,V5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,V4,V3,V2,V1,V0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
406,"Beinn Dearg","06A",,"Ma,M,Sim","1008.7","3309","NN852778","NN 85297 77791","NN916873","536","473","pointed boulder 17m N of trig point","trig point in windshelter is at NN 85292 77776","Leica Disto D510/Leica RX1250","2015-08-22","","43","OL51E 394E","285296","777800","56.877346","-3.883719","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,"An Sgarsoch","06A",,"Ma,M,Sim","1006.5","3302","NN933836","NN 93340 83676","NN857808","687","319","small pointed embedded rock c.20m NNE of large cairn","large cairn at NN 93335 83656 may hide ground as high","Abney level/Leica RX1250","2017-11-07","","43","OL51E 394E","293339","783685","56.932109","-3.754294","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,"Carn an Fhidhleir [Carn Ealar]","06A",,"Ma,M,Sim","994","3261","NN904841","NN 90477 84187","NN 9197 8292","708.4","286","no feature: ground 15m NE of cairn","flat stony ground 40-50cm higher than base of cairn. No visible stones in cairn as high.","Abney level","2019-04-01","","43","OL51E 394E","290476","784196","56.936029","-3.801535","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,"Carn a' Chlamain","06A",,"Ma,M,Sim","963.5","3161","NN915758","NN 91592 75798","NN888802","646","317","cairn","","obvious summit/Leica RX1250","2015-01-30","","43","OL51E 394E","291591","775807","56.860965","-3.779634","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,"Beinn a' Ghlo - Carn nan Gabhar","06B",,"Ma,M,Sim","1121.9","3681","NN971733","NN 97119 73306","NN990726","464","658","rock at base of large cairn","trig point 140m SW at NN 97047 73187 is probably lower","Leica RX1250","2015-08-22","","43","OL51E 394E","297118","773315","56.839846","-3.688022","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
422,"Beinn a' Ghlo - Braigh Coire Chruinn-bhalgain","06B",,"Ma,M,Sim","1070","3510","NN945724","NN 94565 72396","NN 9583 7269","847.6","222.4","flat rock 7m S of cairn","","Leica Disto D510/Leica RX1250","2015-08-22","summit measured as 1070.0m","43","OL51E 394E","294564","772404","56.831101","-3.729489","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,"Glas Tulaichean","06B",,"Ma,M,Sim","1051","3448","NO051760","NO 05106 76002","NO141774","667","384","trig point","ground in 10m radius about as high","","2011-10-17","","43","OL52N 387N","305105","776011","56.865757","-3.558163","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,"Beinn Iutharn Mhor","06B",,"Ma,M,Sim","1045","3428","NO045792","NO 04567 79270","NO058779","798","247","cairn","","obvious summit","2012-08-15","","43","OL52N 387N","304566","779279","56.894994","-3.568229","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,"Carn an Righ","06B",,"Ma,M,Sim","1029","3376","NO028772","NO 02872 77259","NO038771","771","258","cairn/summit shelter","","obvious summit","2001-10-28","","43","OL52N 387N","302871","777268","56.876583","-3.595273","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,"Carn a' Gheoidh","06B",,"Ma,M,Sim","976.1","3202","NO107767","NO 10704 76692","NO090777","677","299","cairn","embedded boulder 5m S of cairn is highest visible feature but higher ground probably lies under cairn","Abney level/Leica RX1250","2022-10-31","","43","OL52N 387N","310703","776700","56.873065","-3.466616","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,"Beinn a' Ghlo - Carn Liath","06B",,"Ma,M,Sim","975.8","3201","NN936698","NN 93608 69822","NN 9384 7145","768.7","207.1","large cairn","cairn base is 80cm higher than trig point flush bracket","Abney level/Leica RX1250","2023-02-05","","43","OL51E 394E","293607","769830","56.80777","-3.74409","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,"Carn Bhac","06B",,"Ma,M,Sim","945.1","3101","NO051832","NO 05104 83218","NO 0476 8065","758.2","186.9","small cairn 30m S of large shelter cairn","shelter cairn is at NO 05099 83246","Leica Disto D510/Leica RX1250","2022-10-31","","43","OL52N 387N","305103","783227","56.930558","-3.560897","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,"An Socach","06B",,"Ma,M,Sim","944","3097","NO079800","NO 07939 80006","NO079789","756","188","cairn","cairn 50m SE at NO 07980 79973 is of similar height","","2014-12-15","","43","OL52N 387N","307938","780015","56.902286","-3.513164","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435,"The Cairnwell","06B",428,"Hu,M,Sim","933","3061","NO134773","NO 13487 77352","NO 1272 7812","805.9","127.1","huge cairn","","obvious summit/Leica RX1250","2019-04-01","","43","OL52N 387N","313486","777360","56.87952","-3.421199","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,"Carn Aosda","06B",428,"Hu,M,Sim","915.3","3003","NO133791","NO 13398 79155","NO127785","795","120","small embedded rock on SW edge of cairn","","Leica NA730/Leica GS15","2015-07-21","","43","OL52N 387N","313397","779164","56.895696","-3.423274","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,"Lochnagar - Cac Carn Beag","07A",,"Ma,M,Sim","1155.7","3792","NO243861","NO 24372 86131","NN999825","485","671","rock tor 2m NE of trig point","","obvious summit/Leica RX1250","2019-12-15","","44","OL53N 388N","324372","786140","56.960272","-3.245261","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
459,"Carn a' Choire Bhoidheach","07A",457,"M,Sim","1109.9","3641","NO226845","NO 22673 84548","NO 2405 8518","1037","72.9","cairn","low embedded boulder 13m SW of cairn may be as high","Abney level/Leica RX1250","2019-12-15","","44","OL53N 388N","322673","784557","56.945773","-3.272707","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,"Glas Maol","07A",,"Ma,M,Sim,CoH, CoU","1067.7","3503","NO166765","NO 16700 76567","NO216802","874","194","trig point","ground to 20m N and S of trig point is about same height","Abney level/Leica RX1250","2023-02-05","","43","OL52N 387N","316699","776576","56.873059","-3.368236","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,"Cairn of Claise","07A",461,"Hu,M,Sim","1063.1","3488","NO185788","NO 18550 78882","NO 1747 7779","944.2","118.9","cairn on rocky knoll","","Abney level/Leica RX1250","2023-02-05","","43","OL52N OL53N 387N 388N","318549","778891","56.894179","-3.338638","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,"Carn an t-Sagairt Mor","07A",457,"M,Sim","1047","3435","NO208842","NO 20811 84271","NO212846","962","85","large boulder next to cairn","","Abney level/Leica RX1250","2013-08-03","Height measured as 1047.0m. Large cairn to North lower","44","OL53N 388N","320810","784280","56.942973","-3.303227","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"Carn an Tuirc","07A",461,"M,Sim","1018.8","3343","NO174804","NO 17455 80473","NO 1830 8027","957.1","61.6","no feature","cairn 35m WSW at NO 17420 80461 is 0.5m lower; many loose rocks in summit area; cairn 350m ENE at NO 17806 80539 is a few metres lower","Abney level/Leica RX1250","2023-02-05","","43","OL52N OL53N 387N 388N","317454","780482","56.908274","-3.357125","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"Cairn Bannoch","07A",457,"M,Sim","1012","3320","NO222825","NO 22289 82546","NO211835","935","77","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","322288","782555","56.927728","-3.278403","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"Broad Cairn","07A",457,"M,Sim","998","3274","NO240815","NO 24056 81558","NO234817","934","64","cairn","","","2001-10-28","","44","OL53N 388N","324056","781567","56.919148","-3.249082","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"Creag Leacach","07A",461,"M,Sim","988.2","3242","NO154745","NO 15468 74541","NO 1573 7490","917.5","70.7","cairn on rock rib","","obvious summit/Leica RX1250","2015-08-22","","43","OL52N 387N","315467","774549","56.85464","-3.387768","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,"Tolmount","07A",461,"M,Sim","958","3143","NO210800","NO 21051 80008","NO206794","886","72","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","321050","780017","56.904724","-3.297946","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"Tom Buidhe","07A",461,"M,Sim","957","3140","NO213787","NO 21368 78765","NO202790","886","71","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","321367","778774","56.893615","-3.292356","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"Driesh","07A",461,"Hu,M,Sim","947.6","3109","NO271735","NO 27116 73582","NO 2603 7380","810.7","136.9","trig point","","Leica RX1250","2021-10-30","","44","OL53S 388S","327116","773590","56.848003","-3.196539","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,"Mount Keen","07B",,"Ma,M,Sim","939","3081","NO409869","NO 40905 86919","NO372867","627","312","rock 1m S of trig point","","obvious summit","2001-10-28","","44","OL54 395","340905","786928","56.96976","-2.973622","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,"Mayar","07A",461,"Hu,M,Sim","928.6","3047","NO240737","NO 24083 73740","NO218761","817","112","cairn","","Leica RX1250","2021-10-30","","44","OL53S 388S","324083","773748","56.848936","-3.246299","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518,"Ben Macdui [Beinn Macduibh]","08A",,"Ma,M,Sim,CoH, CoU,CoA","1309","4295","NN988989","NN 98900 98934","NN632842","359","950","trig point on large platform","","","2007-03-10","Double county/UA top","36 43","OL57S 403S","298899","798943","57.070368","-3.669099","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
519,"Braeriach","08A",,"Ma,M,Sim","1296","4252","NN953999","NN 95328 99907","NH973013","835","461","rock c 20m NE of cairn","top of rock is level with half way up the cairn. Rock 30 E of cairn is just lower. Rock 10 S of cairn at cliff edge is about the same height","Abney level","2020-01-05","Added to Trail 100 list Jan 2020","36 43","OL57S 403S","295327","799916","57.078307","-3.72839","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
521,"Cairn Toul","08A",,"Ma,M,Sim","1291","4236","NN963972","NN 96330 97220","NN946975","1125","166","large cairn","","","2020-01-05","Dropped from Trail 100 list Jan 2020","36 43","OL57S 403S","296329","797229","57.054406","-3.710757","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,"Sgor an Lochain Uaine","08A",521,"Hu,M,Sim","1258","4127","NN954976","NN 95423 97685","NN958972","1140","118","boulder c.5m WNW of cairn","top of boulder is c.40cm higher than base of cairn","Abney level","2009-11-20","","36 43","OL57S 403S","295422","797694","57.058376","-3.725897","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,"Cairn Gorm","08A",518,"Hu,M,Sim,sMa","1244.8","4084","NJ005040","NJ 00517 04056","NH 9989 0350","1099","145.8","rock at base of large cairn","","Leica RX1250","2015-07-27","col measurement is 1099.0m","36","OL57S 403S","300516","804065","57.116714","-3.644477","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
529,"Beinn a' Bhuird [Beinn a' Bhuird North Top]","08B",,"Ma,M,Sim","1196","3924","NJ092006","NJ 09231 00612","NJ033005","741","455","cairn","","Leica RX1250","2023-02-05","summit measurement 1196.0m","36","OL58S 404S","309230","800621","57.08759","-3.499383","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,"Beinn Mheadhoin","08A",,"Ma,M,Sim","1182.9","3881","NJ024016","NJ 02461 01686","NJ007006","929","254","rock tor","","obvious summit/Leica RX1250","2015-07-27","","36","OL57S 403S","302460","801695","57.095849","-3.611464","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
536,"Ben Avon - Leabaidh an Daimh Bhuidhe","08B",,"Ma,M,Sim","1172","3845","NJ131018","NJ 13194 01836","NJ118010","974","198","tor","","Abney level/Leica RX1250","2020-12-24","","36","OL58S 404S","313193","801845","57.099347","-3.434438","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,"Beinn Bhrotain","08A",,"Ma,M,Sim","1157","3796","NN954922","NN 95414 92283","NN937958","899","258","trig point","ground 25m N at NN 95420 92305 is as high","Abney level","2012-10-15","","43","OL57S 403S","295413","792292","57.009868","-3.723797","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,"Derry Cairngorm","08A",518,"Hu,M,Sim,sMa","1155","3789","NO017980","NO 01735 98023","NO012989","1014","141","northern of two cairns","lower cairn is 40m SSE at NO 01751 97986","","2001-10-28","","36 43","OL57S 403S","301734","798032","57.062801","-3.622004","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,"Sgor Gaoith","08A",,"Ma,M,Sim","1118","3668","NN903989","NN 90301 98952","NN916955","876","242","ground on edge of crag","","obvious summit","2014-12-15","","36 43","OL57S 403S","290300","798961","57.068561","-3.810856","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,"Monadh Mor","08A",538,"Hu,M,Sim","1113","3652","NN938942","NN 93867 94208","NN 9471 9271","975","138","rock 12m SE of cairn","rock is 15cm higher than cairn at NN 93860 94216","Abney level","2017-03-07","","36 43","OL57S 403S","293866","794217","57.0268","-3.75007","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,"Bynack More","08A",,"Ma,M,Sim","1090","3576","NJ041063","NJ 04191 06364","NJ018033","807","283","rock 45m N of cairn","cairn is at NJ 04190 06320","Abney level","2007-03-10","","36","OL57N OL57S OL58N OL58S 403N 403S 404N 404S","304190","806373","57.13822","-3.584716","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
559,"Beinn a' Chaorainn","08B",,"Ma,M,Sim","1083","3553","NJ045013","NJ 04516 01351","NJ063003","837","246","large cairn","","","2012-10-15","","36","OL57S OL58S 403S 404S","304515","801360","57.093272","-3.577434","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
567,"Carn a' Mhaim","08A",,"Ma,M,Sim","1037","3402","NN994951","NN 99459 95190","NN986971","806","231","cairn","","","2012-10-15","","36 43","OL57S 403S","299458","795199","57.036871","-3.658384","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
571,"Mullach Clach a' Bhlair","08A",548,"Hu,M,Sim","1019","3343","NN882927","NN 88287 92693","NN890949","915","104","cairn","","","2009-11-20","","35 43","OL57S 403S","288286","792702","57.011879","-3.841271","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575,"The Devil's Point","08A",521,"Sim,M,sHu","1006.9","3303","NN976951","NN 97610 95106","NN 9702 9535","916.2","90.6","cairn","","Leica RX1250","2020-08-30","Added to Trail 100 list Jan 2020","36 43","OL57S 403S","297609","795115","57.03571","-3.688803","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587,"Beinn Bhreac","08B",559,"M,Sim","931","3054","NO058970","NO 05871 97066","NO050986","848","83","cairn","","","2012-11-10","","36 43","OL57S OL58S 403S 404S","305870","797075","57.055072","-3.553472","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,"Carn Dearg","09B",,"Ma,M,Sim","945.7","3103","NH635023","NH 63570 02388","NN410941","355","591","cairn","","Leica RX1250","2015-07-27","","35","OL56 402","263568","802398","57.092261","-4.253246","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
623,"A' Chailleach","09B",621,"Hu,M,Sim","929.3","3049","NH681041","NH 68112 04168","NH 6745 0432","820.9","108.3","cairn/windshelter","","Leica RX1250","2020-12-24","","35","OL56 402","268110","804178","57.109564","-4.179285","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
624,"Geal Charn","09B",621,"Hu,M,Sim","926","3038","NN561987","NN 56146 98758","NN569998","826","100","2m high cairn","","obvious summit","2012-11-10","","35","OL55 401","256144","798768","57.057418","-4.373572","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,"Carn Sgulain","09B",621,"M,Sim","920.3","3019","NH683058","NH 68304 05811","NH 6713 0563","848.8","71.6","ground 7m N of cairn","cairn 150m ENE at NH 68432 05880 is lower","Leica Disto D510/Leica RX1250","2020-12-24","","35","OL56 402","268302","805821","57.124371","-4.176986","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
658,"Creag Meagaidh","09C",,"Ma,M,Sim","1128.1","3701","NN418875","NN 41842 87536","NN566903","261","867","large cairn","","obvious summit/Leica RX1250","2020-12-24","","34 42","OL55 401","241839","787545","56.952023","-4.602117","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
662,"Stob Poite Coire Ardair","09C",658,"Hu,M,Sim","1054","3458","NN428888","NN 42887 88835","NN426885","945","109","small cairn","","obvious summit","2012-11-10","","34 42","OL55 401","242884","788845","56.964037","-4.585762","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,"Beinn a' Chaorainn","09C",,"Ma,M,Sim","1049.1","3442","NN386850","NN 38608 85053","NN396866","822","227","cairn","","Leica RX1250","2019-08-10","","34 41","OL55 400 401","238605","785062","56.928624","-4.653644","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
668,"Carn Liath","09C",658,"M,Sim","1006","3301","NN472903","NN 47231 90317","NN462902","919","87","large cairn","","obvious summit","2001-10-28","","34","OL55 401","247228","790326","56.978793","-4.515289","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,"Beinn Teallach","09C",,"Ma,M,Sim,xC","914.6","3001","NN361859","NN 36139 85964","NN 3722 8716","613.1","301.5","rock 5m S of cairn","note this is the NE top; larger cairn on SW top (NN 36025 85905) is not the summit and is 0.6m lower","Leica NA730/ Leica 530/Leica RX1250","2019-08-10","","34 41","400","236136","785973","56.935932","-4.694754","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
